Repository,DaysOpen,IssueCount,PrCount,CommitCount,AverageIssueCountPerDay,AveragePrCountPerDay,AverageCommitCountPerDay,DefaultBranchName,Languages
MOH-FPC-Enrolment,99,2,39,181,0.02,0.39,1.81,main,TypeScript_JavaScript_HTML_Shell_SCSS_Dockerfile
startup-sample-project-terraform-modules,98,2,1,12,0.02,0.01,0.12,master,HCL
Wetzinkwa,97,2,1,5,0.02,0.01,0.05,main,R
aries-vcr-client,97,3,7,37,0.03,0.07,0.38,main,TypeScript_HTML_SCSS_Shell_JavaScript_Dockerfile
Mautic-Subscription-App,96,2,19,447,0.02,0.2,4.61,main,JavaScript_CSS_Shell_HTML
EDUC-PEN-REPORT-GENERATION-API,96,2,15,85,0.02,0.15,0.88,main,TypeScript_JavaScript_Shell_Dockerfile
smk-helms,96,2,5,24,0.02,0.05,0.25,master,Smarty
orgbook-bc-client,95,6,6,31,0.06,0.06,0.32,main,TypeScript_HTML_SCSS_Shell_JavaScript_Dockerfile
orgbook-on-client,95,0,7,27,0,0.07,0.28,main,TypeScript_HTML_SCSS_Shell_JavaScript_Dockerfile
ets-cpf-ea-onboarding,92,2,1,89,0.02,0.01,0.96,master,JavaScript_Makefile_Shell_HCL_PowerShell_Dockerfile_HTML
citz-imb-sp-restapi,92,2,3,9,0.02,0.03,0.1,main,TypeScript_HTML_JavaScript
transportation-datascience-sandbox,90,2,1,4,0.02,0.01,0.04,main,
smk-actions,90,2,6,35,0.02,0.07,0.39,main,Python_Dockerfile
jag-rsbc-nextcloud,90,2,1,4,0.02,0.01,0.04,main,
Teams-FAQ-Bot,90,2,3,66,0.02,0.03,0.73,main,C#_HTML_Batchfile_CSS_ASP.NET
cloud-custodian-policies,89,2,4,75,0.02,0.04,0.84,main,
ppr,86,2,46,141,0.02,0.53,1.62,main,HTML_Python_TypeScript_Vue_PLSQL_Makefile_SCSS_JavaScript_Dockerfile_Shell
registry-schemas,86,2,6,13,0.02,0.07,0.15,main,Python_Makefile_Shell
EDUC-PEN-REPLICATION-API,86,2,3,67,0.02,0.03,0.77,main,Java_Shell_Dockerfile
material-table,86,0,1,1573,0,0.01,18.29,master,JavaScript
aries-vcr-issuer-agency,85,5,3,38,0.06,0.04,0.44,main,TypeScript_HTML_Shell_JavaScript
GDX-Analytics-microservice,83,2,15,54,0.02,0.18,0.64,main,Python
nrm-ea-onboarding,82,2,1,90,0.02,0.01,1.09,master,JavaScript_Makefile_Shell_HCL_PowerShell_Dockerfile_HTML
dip-metadata-viewer,79,0,2,33,0,0.03,0.41,main,HTML_R
bc_dtm_testing,78,10,1,16,0.13,0.01,0.2,main,R
court-of-appeal,78,2,12,1336,0.03,0.15,16.93,main,JavaScript_CSS_Shell_Python_HTML_Dockerfile_Groovy
nr-rfc-processing,77,3,4,72,0.04,0.05,0.92,dev,Python_Batchfile
networkpolicy-migration-workshop,76,4,8,30,0.05,0.1,0.39,main,
MOH-IAM-Enrolment,76,2,15,55,0.03,0.2,0.72,main,TypeScript_HTML_JavaScript_SCSS_Shell_Dockerfile
nr-rfc-ensweather,76,4,9,207,0.05,0.12,2.7,dev,Python_Batchfile_PowerShell_Shell
representation-grant-app,76,2,69,1448,0.03,0.91,19,main,Vue_TypeScript_HTML_Python_Shell_SCSS_JavaScript_Dockerfile_Groovy
economic_recovery_indicators,75,2,0,53,0.03,0,0.7,main,HTML_R
geodock,75,0,3,65,0,0.04,0.86,master,Shell_Scheme_Dockerfile
Distributed-Leader-ToolKit,75,2,3,8,0.03,0.04,0.11,main,
access-to-technology,72,2,26,85,0.03,0.36,1.17,main,JavaScript_HTML_SCSS
Mautic-Openshift,71,2,13,111,0.03,0.18,1.55,main,Twig_CSS_HTML_JavaScript_Shell_Dockerfile_PHP
EDUC-FSA-ILR,70,2,1,3,0.03,0.01,0.04,main,
mds-startup-sample-project,69,2,1,91,0.03,0.01,1.3,master,JavaScript_Makefile_Shell_HCL_PowerShell_Dockerfile_HTML
citz-imb-sp-gdx-bif,68,2,25,8,0.03,0.36,0.12,main,TypeScript_JavaScript_HTML
discover-camping,62,2,4,20,0.03,0.06,0.32,main,JavaScript
smk-moh-mhsu,62,2,1,3,0.03,0.02,0.05,main,HTML_CSS_JavaScript
ised-business-banking-initiative,62,6,11,53,0.1,0.17,0.84,main,Shell_HTML_Groovy_JavaScript
dbutils,62,2,2,26,0.03,0.03,0.42,main,R
CCISS_ShinyApp,61,25,7,101,0.4,0.11,1.63,main,R_CSS_C++_JavaScript
moh-ldap-service,61,2,3,15,0.03,0.05,0.24,main,Java
eco-info,61,4,3,51,0.06,0.05,0.83,main,Python_R
EDUC-TRAX-NOTIFICATION-API,58,2,2,31,0.03,0.03,0.53,main,Java_Shell_Dockerfile
digital_talent,57,4,1,1,0.07,0.02,0.02,main,
moh-iam-sf,57,2,2,1,0.03,0.03,0.02,main,
SBC-AUTH-Service,56,2,1,1,0.04,0.02,0.02,main,
css-job-scheduling,56,2,2,1,0.04,0.04,0.02,master,C#_Shell
EDUC-GRAD-BATCH-GRADUATION-API,56,2,13,32,0.04,0.23,0.56,main,Java_PLSQL_TSQL
common-lib-vue,54,2,8,47,0.04,0.15,0.86,main,Vue_JavaScript_HTML
groundwater-level-review-report,49,2,1,9,0.04,0.02,0.18,main,R
identity-kit-configurations,49,2,3,1,0.04,0.06,0.02,main,
aps-testing,49,2,1,9,0.04,0.02,0.18,main,HCL_PureBasic_Shell_Python
jag-github-templates,46,2,1,1,0.04,0.02,0.02,main,
BCP-CMS,43,2,54,407,0.05,1.23,9.29,main,JavaScript_CSS_C#_Dockerfile_HTML_Shell_TypeScript
platform-services-edb-template,42,2,1,9,0.05,0.02,0.21,main,
jag-mail-it,41,2,19,20,0.05,0.46,0.49,main,Java_Dockerfile
EDUC-PEN-API-GATEWAY,38,2,0,15,0.05,0,0.38,main,Java_Shell_Dockerfile
mtc-scripts,36,2,4,29,0.05,0.11,0.79,master,Jinja
mhsu-broker,35,2,4,121,0.06,0.11,3.36,dev,JavaScript_HTML_Dockerfile_CSS
elmsd-workbc-comms,35,2,1,13,0.06,0.03,0.36,main,JavaScript_HTML_SCSS
nr-lidar-viewer,35,2,1,1,0.06,0.03,0.03,main,
vue-test-utils-helpers,34,0,1,17,0,0.03,0.49,bcgov,JavaScript
github-optimization,31,12,9,189,0.39,0.29,6.09,main,Go_Jupyter Notebook_TypeScript_JavaScript_Shell_Makefile_Dockerfile_HTML
cas-onboarding,28,0,5,5,0,0.17,0.17,main,
platform-services-requestron,26,2,1,5,0.07,0.04,0.19,main,JavaScript
dts-vc-issuer-service,24,13,53,233,0.52,2.13,9.34,dev,C#_TypeScript_SCSS_HTML_Shell_JavaScript_Dockerfile
platform-services-template,21,2,1,5,0.09,0.05,0.23,main,
nr-playbook,15,2,0,7,0.13,0,0.44,master,CSS_JavaScript_HTML_SCSS_Ruby
b2b-credential-manager,14,0,11,669,0,0.74,44.83,main,Java_Vue_JavaScript_Shell_Smarty_Handlebars_Dockerfile_HTML
platform-services-archeobot,14,2,1,1,0.13,0.07,0.07,main,
cas-payment-interface,13,2,0,4,0.14,0,0.29,master,C#_Shell_HTML
nr-flnr-ecas-processing,12,2,1,5,0.15,0.08,0.39,main,Python
PECSF,9,2,0,2,0.2,0,0.2,master,PHP_Blade_Shell
cmip6-BC-eval,9,3,1,3,0.3,0.1,0.3,main,HTML_R_CSS_JavaScript
bcregistry-sre,9,2,3,3,0.22,0.33,0.33,main,Shell_Dockerfile_HTML
jason-test-delete-me,8,2,2,3,0.22,0.22,0.33,main,
foi-flow,7,4,1,1,0.5,0.13,0.13,main,
EDUC-PEN-MYED-API,0,2,1,3,2.33,1.17,3.5,main,
