Repository,Days Open,Issue Count,PR Count,Commit Count,Branch Protection Rule Count,Avg. Issue Count Per Day,Avg. PR Count Per Day,Avg. Commit Count Per Day,Default Branch Name,Languages
moh-bcer,153,3,12,55,0,0.02,0.08,0.36,main,TypeScript_JavaScript_Makefile_CSS_SCSS_HTML_Shell_Dockerfile
EDUC-SCHOOL-API,152,3,5,33,0,0.02,0.03,0.22,master,Java_Shell_Dockerfile
SSAF_FFH_Summary,152,1,1,48,0,0.01,0.01,0.32,main,R
safepaths,149,5,1,20,0,0.03,0.01,0.13,main,R
pssg-cscp-cpu,147,3,24,59,0,0.02,0.16,0.4,development,C#_TypeScript_HTML_CSS_SCSS_Shell_Groovy_JavaScript_Dockerfile_Batchfile
crt,147,4,368,8,1,0.03,2.5,0.05,master,
EDUC-SLD-API,147,3,14,43,0,0.02,0.1,0.29,main,Java_Shell_Dockerfile
EDUC-PEN-TRAX-API,146,3,2,13,0,0.02,0.01,0.09,master,Java_Shell_Dockerfile
jag-lrb-web,145,3,36,130,0,0.02,0.25,0.9,main,PHP_JavaScript_CSS_Twig_HTML_Shell_SCSS_Groovy_Dockerfile
NotifyBC,142,11,16,1071,1,0.08,0.11,7.49,main,TypeScript_Vue_JavaScript_Shell_Smarty_EJS_HTML_Dockerfile
SIMS,142,280,109,151,0,1.97,0.77,1.06,main,TypeScript_Vue_Makefile_JavaScript_HTML_Dockerfile_Shell
moh-maid,139,3,140,545,0,0.02,1.01,3.92,main,
cas-airflow-upstream,135,0,4,11303,0,0,0.03,83.63,master,Python_Shell_HTML_Dockerfile_JavaScript_CSS_HCL_Jupyter Notebook_Mako
climate-disturbances,134,0,8,65,0,0,0.06,0.48,main,R
nr-fom-admin,132,2,15,114,0,0.02,0.11,0.86,master,TypeScript_SCSS_HTML_JavaScript_Shell_PowerShell_Dockerfile
aps-portal,132,2,13,574,1,0.02,0.1,4.34,dev,TypeScript_JavaScript_HTML_CSS_Dockerfile
nr-fom-public,132,2,16,94,0,0.02,0.12,0.71,master,TypeScript_SCSS_HTML_JavaScript_PowerShell_Dockerfile
nr-fom-api,132,2,52,229,0,0.02,0.39,1.73,master,JavaScript_TypeScript_Mustache_Shell_PowerShell_Dockerfile
MOH-AOP-OOP,131,2,141,612,0,0.02,1.07,4.66,main,Vue_JavaScript_TypeScript_HTML_CSS_Shell
bc-data-literacy-self-assessment,131,0,1,124,0,0,0.01,0.95,master,JavaScript_CSS_HTML
streamflow-indicator,128,2,1,8,0,0.02,0.01,0.06,main,
ccsummary-tahltan,119,2,1,2,0,0.02,0.01,0.02,main,R_CSS_JavaScript
MOH-BCP-Enrolment,113,2,13,63,0,0.02,0.11,0.56,main,TypeScript_JavaScript_HTML_SCSS_Shell_Dockerfile
moh-hnclient-v2,112,2,11,44,0,0.02,0.1,0.39,main,Java
moh-hni-esb,112,2,7,41,0,0.02,0.06,0.37,main,Java
ccsummary-FLP,111,2,1,9,0,0.02,0.01,0.08,main,R_CSS_JavaScript
jag-traffic-courts-online,111,2,109,536,0,0.02,0.98,4.82,main,TypeScript_C#_HTML_SCSS_Dockerfile_Shell_Java_JavaScript_Gherkin
jag-trafficcourts-partner,111,2,2,1,0,0.02,0.02,0.01,main,
jag-trafficcourts-api,111,2,2,1,0,0.02,0.02,0.01,main,
rocketchat,111,2,2,128,0,0.02,0.02,1.15,master,JavaScript_Shell_CSS_HTML_EJS_Dockerfile
moh-external-api-protocol-mapper,108,2,1,15,0,0.02,0.01,0.14,main,Java
performance,106,190,2,32,0,1.79,0.02,0.3,master,PHP_Blade_Shell_Dockerfile
citz-imb-sp-aar,106,2,1,1,0,0.02,0.01,0.01,main,
PSP,106,2,1,7,0,0.02,0.01,0.07,master,
MOH-FPC-Enrolment,106,2,39,181,0,0.02,0.37,1.71,main,TypeScript_JavaScript_HTML_Shell_SCSS_Dockerfile
startup-sample-project-terraform-modules,104,2,1,12,0,0.02,0.01,0.11,master,HCL
Wetzinkwa,104,2,1,5,0,0.02,0.01,0.05,main,R
aries-vcr-client,103,3,7,37,1,0.03,0.07,0.36,main,TypeScript_HTML_SCSS_Shell_JavaScript_Dockerfile
Mautic-Subscription-App,103,2,19,447,1,0.02,0.18,4.33,main,JavaScript_CSS_Shell_HTML
EDUC-PEN-REPORT-GENERATION-API,103,2,17,89,0,0.02,0.16,0.86,main,TypeScript_JavaScript_Shell_Dockerfile
smk-helms,102,2,5,24,0,0.02,0.05,0.23,master,Smarty
orgbook-bc-client,101,6,8,31,1,0.06,0.08,0.3,main,TypeScript_HTML_SCSS_Shell_JavaScript_Dockerfile
orgbook-on-client,101,0,7,27,1,0,0.07,0.27,main,TypeScript_HTML_SCSS_Shell_JavaScript_Dockerfile
ets-cpf-ea-onboarding,99,2,1,89,0,0.02,0.01,0.9,master,JavaScript_Makefile_Shell_HCL_PowerShell_Dockerfile_HTML
citz-imb-sp-restapi,98,2,3,9,0,0.02,0.03,0.09,main,TypeScript_HTML_JavaScript
transportation-datascience-sandbox,97,2,1,4,0,0.02,0.01,0.04,main,
smk-actions,96,2,6,35,0,0.02,0.06,0.36,main,Python_Dockerfile
jag-rsbc-nextcloud,96,2,1,4,0,0.02,0.01,0.04,main,
Teams-FAQ-Bot,96,2,3,66,0,0.02,0.03,0.69,main,C#_HTML_Batchfile_CSS_ASP.NET
cloud-custodian-policies,95,2,4,75,1,0.02,0.04,0.78,main,
ppr,93,2,54,152,0,0.02,0.58,1.63,main,HTML_Python_TypeScript_Vue_PLSQL_Makefile_SCSS_JavaScript_Dockerfile_Shell
registry-schemas,93,2,6,13,0,0.02,0.06,0.14,main,Python_Makefile_Shell
EDUC-PEN-REPLICATION-API,92,2,3,69,0,0.02,0.03,0.74,main,Java_Shell_Dockerfile
material-table,92,0,1,1573,0,0,0.01,17.04,master,JavaScript
aries-vcr-issuer-agency,91,5,3,38,1,0.05,0.03,0.41,main,TypeScript_HTML_Shell_JavaScript
GDX-Analytics-microservice,90,2,15,65,1,0.02,0.17,0.72,main,Python
nrm-ea-onboarding,89,2,1,90,0,0.02,0.01,1.01,master,JavaScript_Makefile_Shell_HCL_PowerShell_Dockerfile_HTML
dip-metadata-viewer,85,0,2,33,0,0,0.02,0.38,main,HTML_R
bc_dtm_testing,85,10,1,16,0,0.12,0.01,0.19,main,R
court-of-appeal,85,2,12,1336,0,0.02,0.14,15.68,main,JavaScript_CSS_Shell_Python_HTML_Dockerfile_Groovy
nr-rfc-processing,84,3,7,82,0,0.04,0.08,0.97,dev,Python_Batchfile
networkpolicy-migration-workshop,83,4,8,30,0,0.05,0.1,0.36,main,
MOH-IAM-Enrolment,83,2,15,55,0,0.02,0.18,0.66,main,TypeScript_HTML_JavaScript_SCSS_Shell_Dockerfile
nr-rfc-ensweather,82,4,9,207,0,0.05,0.11,2.5,dev,Python_Batchfile_PowerShell_Shell
representation-grant-app,82,2,69,1448,0,0.02,0.84,17.56,main,Vue_TypeScript_HTML_Python_Shell_SCSS_JavaScript_Dockerfile_Groovy
economic_recovery_indicators,82,2,0,53,0,0.02,0,0.64,main,HTML_R
geodock,82,0,3,65,0,0,0.04,0.79,master,Shell_Scheme_Dockerfile
Distributed-Leader-ToolKit,82,2,3,8,0,0.02,0.04,0.1,main,
access-to-technology,78,2,28,91,0,0.03,0.35,1.15,main,JavaScript_HTML_SCSS
Mautic-Openshift,78,2,13,111,1,0.03,0.17,1.42,main,Twig_CSS_HTML_JavaScript_Shell_Dockerfile_PHP
EDUC-FSA-ILR,77,2,1,3,0,0.03,0.01,0.04,main,
mds-startup-sample-project,76,2,1,91,0,0.03,0.01,1.2,master,JavaScript_Makefile_Shell_HCL_PowerShell_Dockerfile_HTML
citz-imb-sp-gdx-bif,75,2,25,8,0,0.03,0.33,0.11,main,TypeScript_JavaScript_HTML
discover-camping,69,2,4,20,0,0.03,0.06,0.29,main,JavaScript
smk-moh-mhsu,69,2,1,3,0,0.03,0.01,0.04,main,HTML_CSS_JavaScript
ised-business-banking-initiative,69,6,11,53,1,0.09,0.16,0.77,main,Shell_HTML_Groovy_JavaScript
dbutils,68,2,2,26,0,0.03,0.03,0.38,main,R
CCISS_ShinyApp,68,31,7,104,0,0.45,0.1,1.52,main,R_CSS_C++_JavaScript
moh-ldap-service,68,2,3,15,0,0.03,0.04,0.22,main,Java
eco-info,68,4,3,52,0,0.06,0.04,0.76,main,Python_R
EDUC-TRAX-NOTIFICATION-API,65,2,2,33,0,0.03,0.03,0.51,main,Java_Shell_Dockerfile
digital_talent,64,4,1,1,0,0.06,0.02,0.02,main,
moh-iam-sf,63,2,2,1,0,0.03,0.03,0.02,main,
SBC-AUTH-Service,63,2,1,1,0,0.03,0.02,0.02,main,
css-job-scheduling,63,2,2,1,0,0.03,0.03,0.02,master,C#_Shell
EDUC-GRAD-BATCH-GRADUATION-API,63,2,15,36,0,0.03,0.24,0.57,main,Java_PLSQL_TSQL
common-lib-vue,61,2,9,50,0,0.03,0.15,0.82,main,Vue_JavaScript_HTML
groundwater-level-review-report,56,2,1,9,0,0.04,0.02,0.16,main,R
identity-kit-configurations,56,2,3,1,1,0.04,0.05,0.02,main,
aps-testing,55,2,1,9,0,0.04,0.02,0.16,main,HCL_PureBasic_Shell_Python
jag-github-templates,52,2,1,1,0,0.04,0.02,0.02,main,
BCP-CMS,50,2,61,425,1,0.04,1.22,8.48,main,JavaScript_CSS_C#_Dockerfile_HTML_Shell_TypeScript
platform-services-edb-template,49,3,1,9,0,0.06,0.02,0.18,main,
jag-mail-it,47,2,19,20,1,0.04,0.4,0.42,main,Java_Dockerfile
EDUC-PEN-API-GATEWAY,45,2,0,15,0,0.04,0,0.33,main,Java_Shell_Dockerfile
mtc-scripts,42,3,4,29,0,0.07,0.09,0.67,master,Jinja
mhsu-broker,42,2,4,121,1,0.05,0.09,2.86,dev,JavaScript_HTML_Dockerfile_CSS
elmsd-workbc-comms,42,2,1,13,0,0.05,0.02,0.31,main,JavaScript_HTML_SCSS
nr-lidar-viewer,42,2,1,1,0,0.05,0.02,0.02,main,
vue-test-utils-helpers,41,0,1,17,0,0,0.02,0.41,bcgov,JavaScript
github-optimization,37,14,19,217,0,0.38,0.51,5.82,main,Go_Jupyter Notebook_TypeScript_JavaScript_Shell_Python_Makefile_Dockerfile_HTML
cas-onboarding,35,0,5,5,0,0,0.14,0.14,main,
platform-services-requestron,33,2,1,6,0,0.06,0.03,0.18,main,JavaScript
dts-vc-issuer-service,31,13,54,233,1,0.42,1.73,7.47,dev,C#_TypeScript_SCSS_HTML_Shell_JavaScript_Dockerfile
platform-services-template,28,2,1,5,0,0.07,0.04,0.18,main,
nr-playbook,22,2,2,7,0,0.09,0.09,0.32,master,CSS_JavaScript_HTML_SCSS_Ruby
b2b-credential-manager,21,0,12,734,2,0,0.57,34.63,main,Java_Vue_JavaScript_Shell_Smarty_Handlebars_Dockerfile_HTML
platform-services-archeobot,21,2,2,1,0,0.09,0.09,0.05,main,
cas-payment-interface,20,2,3,6,0,0.1,0.15,0.3,master,C#_Shell_HTML
nr-flnr-ecas-processing,19,2,1,5,0,0.1,0.05,0.26,main,Python
PECSF,16,2,1,2,0,0.12,0.06,0.12,master,PHP_Blade_Shell
cmip6-BC-eval,16,3,1,6,0,0.19,0.06,0.37,main,R_CSS_JavaScript
bcregistry-sre,15,2,3,6,0,0.13,0.2,0.39,main,Shell_Makefile_Dockerfile_HTML
jason-test-delete-me,15,2,2,3,0,0.13,0.13,0.2,main,
foi-flow,14,4,1,6,0,0.28,0.07,0.42,main,
EDUC-PEN-MYED-API,7,2,3,18,0,0.28,0.42,2.53,main,Java_Shell_Dockerfile
common-hosted-email-service-showcase,2,2,2,66,1,0.9,0.9,29.8,master,JavaScript_Vue_Groovy_SCSS_HTML_Shell
citz-dst-capstone-2021,1,2,1,1,0,1.7,0.85,0.85,main,
bcgov-just-ask,0,2,2,1,0,6.51,6.51,3.26,main,
